Id,Clickstart,UTCMilliseconds,PCLocalTime,PCTime,EventId,BinaryFile,ClickNo,Amplitude,UID,parentID,parentUID
177015,2018-06-01 01:14:38,928,14:37.9,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,493,75.71830744,148000494,462,920
177016,2018-06-01 01:14:38,192,14:38.2,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,494,77.74889224,148000495,462,920
177017,2018-06-01 01:14:38,366,14:38.4,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,495,74.55155701,148000496,462,920
177018,2018-06-01 01:14:39,532,14:38.5,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,496,77.3848388,148000497,462,920
177019,2018-06-01 01:14:39,708,14:38.7,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,497,77.90914213,148000498,462,920
177020,2018-06-01 01:14:39,882,14:38.9,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,498,76.23466664,148000499,462,920
177021,2018-06-01 01:14:39,63,14:39.1,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,499,78.04635825,148000500,462,920
177022,2018-06-01 01:14:39,246,14:39.2,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,500,78.46984921,148000501,462,920
177023,2018-06-01 01:14:40,510,14:39.5,44:54.6,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,501,74.2026916,148000502,462,920
177024,2018-06-01 01:14:42,268,14:42.3,46:15.5,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,502,74.61487485,148000503,462,920
177025,2018-06-01 01:14:43,545,14:42.5,46:15.5,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,503,76.42489211,148000504,462,920
177026,2018-06-01 01:14:43,700,14:42.7,46:15.5,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,504,77.01962448,148000505,462,920
177027,2018-06-01 01:14:43,886,14:42.9,46:15.5,462,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_010000.pgdf           ,505,74.72052073,148000506,462,920
177028,2018-06-01 02:17:51,93,17:51.1,47:22.3,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,91,75.72189448,149000092,463,921
177029,2018-06-01 02:17:52,645,17:51.6,47:22.3,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,92,75.86581764,149000093,463,921
177030,2018-06-01 02:17:52,758,17:51.8,47:22.3,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,93,78.43069113,149000094,463,921
177031,2018-06-01 02:17:52,870,17:51.9,47:22.3,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,94,76.31539483,149000095,463,921
177032,2018-06-01 02:17:52,77,17:52.1,47:22.3,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,95,76.93027141,149000096,463,921
177033,2018-06-01 02:17:54,223,17:54.2,49:29.4,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,100,75.20576621,149000101,463,921
177034,2018-06-01 02:17:55,590,17:54.6,49:29.4,463,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,101,73.19898977,149000102,463,921
177035,2018-06-01 02:38:50,662,38:49.7,49:29.4,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,199,80.23476827,149000200,464,922
177036,2018-06-01 02:38:50,65,38:50.1,49:29.4,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,200,78.97866139,149000201,464,922
177037,2018-06-01 02:38:51,585,38:50.6,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,201,76.79952924,149000202,464,922
177038,2018-06-01 02:38:51,954,38:51.0,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,202,80.38985353,149000203,464,922
177039,2018-06-01 02:38:51,404,38:51.4,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,203,80.18198735,149000204,464,922
177040,2018-06-01 02:38:52,536,38:51.5,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,204,72.26309042,149000205,464,922
177041,2018-06-01 02:38:52,711,38:51.7,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,205,79.27221856,149000206,464,922
177042,2018-06-01 02:38:52,835,38:51.8,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,206,78.24573262,149000207,464,922
177043,2018-06-01 02:38:52,433,38:52.4,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,211,74.42368709,149000212,464,922
177044,2018-06-01 02:38:53,591,38:52.6,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,212,75.98432211,149000213,464,922
177045,2018-06-01 02:38:53,171,38:53.2,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,214,77.60182037,149000215,464,922
177046,2018-06-01 02:38:53,327,38:53.3,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,215,79.84077938,149000216,464,922
177047,2018-06-01 02:38:54,600,38:53.6,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,217,77.24086391,149000218,464,922
177048,2018-06-01 02:38:54,768,38:53.8,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,218,79.73578709,149000219,464,922
177049,2018-06-01 02:38:54,36,38:54.0,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,219,77.25981188,149000220,464,922
177050,2018-06-01 02:38:54,160,38:54.2,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,220,79.77737394,149000221,464,922
177051,2018-06-01 02:38:55,539,38:54.5,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,222,81.17763211,149000223,464,922
177052,2018-06-01 02:38:55,715,38:54.7,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,223,80.34154784,149000224,464,922
177053,2018-06-01 02:38:55,886,38:54.9,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,224,81.29034289,149000225,464,922
177054,2018-06-01 02:38:55,79,38:55.1,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,225,80.86450951,149000226,464,922
177055,2018-06-01 02:38:55,225,38:55.2,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,226,80.16224949,149000227,464,922
177056,2018-06-01 02:38:56,562,38:55.6,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,228,78.32289896,149000229,464,922
177057,2018-06-01 02:38:56,753,38:55.8,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,229,78.10568651,149000230,464,922
177058,2018-06-01 02:38:57,365,38:57.4,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,239,80.28773434,149000240,464,922
177059,2018-06-01 02:38:58,613,38:57.6,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,241,79.08758532,149000242,464,922
177060,2018-06-01 02:38:58,786,38:57.8,52:34.8,464,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_020000.pgdf           ,242,80.69692415,149000243,464,922
177064,2018-06-01 08:12:48,249,12:48.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2079,94.23264003,157002080,465,923
177065,2018-06-01 08:12:49,852,12:48.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2083,99.15075587,157002084,465,923
177066,2018-06-01 08:12:49,131,12:49.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2085,98.17491926,157002086,465,923
177067,2018-06-01 08:12:49,285,12:49.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2086,94.84428528,157002087,465,923
177068,2018-06-01 08:12:49,403,12:49.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2087,90.25574126,157002088,465,923
177069,2018-06-01 08:12:50,518,12:49.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2088,89.22828706,157002089,465,923
177070,2018-06-01 08:12:50,1,12:50.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2091,97.19586,157002092,465,923
177071,2018-06-01 08:12:50,427,12:50.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2094,99.22769412,157002095,465,923
177072,2018-06-01 08:12:52,310,12:52.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2106,102.5029563,157002107,465,923
177073,2018-06-01 08:12:53,515,12:52.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2107,101.1872452,157002108,465,923
177061,2018-06-01 08:12:53,657,12:52.7,43:22.9,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2108,102.2536152,157002109,465,923
177074,2018-06-01 08:12:53,790,12:52.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2109,103.8105728,157002110,465,923
177062,2018-06-01 08:12:53,937,12:52.9,43:22.9,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2110,102.6159832,157002111,465,923
177063,2018-06-01 08:12:53,241,12:53.2,43:22.9,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2112,103.1897557,157002113,465,923
177075,2018-06-01 08:12:54,519,12:53.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2114,101.0513069,157002115,465,923
177076,2018-06-01 08:12:54,620,12:53.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2115,103.0959089,157002116,465,923
177077,2018-06-01 08:12:54,10,12:54.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2118,92.41632335,157002119,465,923
177078,2018-06-01 08:12:55,522,12:54.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2121,93.00222897,157002122,465,923
177079,2018-06-01 08:12:55,186,12:55.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2126,89.83463821,157002127,465,923
177080,2018-06-01 08:12:55,328,12:55.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2127,91.3548864,157002128,465,923
177081,2018-06-01 08:12:55,499,12:55.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2128,95.67449967,157002129,465,923
177082,2018-06-01 08:12:56,653,12:55.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2129,98.02399023,157002130,465,923
177083,2018-06-01 08:12:56,785,12:55.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2130,99.74556476,157002131,465,923
177084,2018-06-01 08:12:56,909,12:55.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2131,99.67856957,157002132,465,923
177085,2018-06-01 08:12:56,30,12:56.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2132,97.61636609,157002133,465,923
177086,2018-06-01 08:12:56,148,12:56.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2133,97.83967618,157002134,465,923
177087,2018-06-01 08:12:56,272,12:56.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2134,96.90758229,157002135,465,923
177088,2018-06-01 08:12:56,415,12:56.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2135,97.53887479,157002136,465,923
177089,2018-06-01 08:12:57,569,12:56.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2136,98.19698034,157002137,465,923
177090,2018-06-01 08:12:57,717,12:56.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2137,99.7673389,157002138,465,923
177091,2018-06-01 08:12:57,845,12:56.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2138,100.0858327,157002139,465,923
177092,2018-06-01 08:12:57,997,12:57.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2139,95.4514136,157002140,465,923
177093,2018-06-01 08:12:57,155,12:57.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2140,95.14957752,157002141,465,923
177094,2018-06-01 08:12:57,256,12:57.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2141,87.62294618,157002142,465,923
177095,2018-06-01 08:13:02,762,13:01.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2153,86.64780896,157002154,465,923
177096,2018-06-01 08:13:02,884,13:01.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2154,89.9103512,157002155,465,923
177097,2018-06-01 08:13:02,23,13:02.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2155,93.15005755,157002156,465,923
177098,2018-06-01 08:13:02,135,13:02.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2156,93.82580601,157002157,465,923
177099,2018-06-01 08:13:02,238,13:02.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2157,96.35894061,157002158,465,923
177100,2018-06-01 08:13:02,348,13:02.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2158,92.6345715,157002159,465,923
177101,2018-06-01 08:13:02,461,13:02.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2159,93.83069481,157002160,465,923
177102,2018-06-01 08:13:03,569,13:02.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2160,93.68620673,157002161,465,923
177103,2018-06-01 08:13:03,673,13:02.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2161,109.9583908,157002162,465,923
177104,2018-06-01 08:13:03,796,13:02.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2162,107.5268759,157002163,465,923
177105,2018-06-01 08:13:03,909,13:02.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2163,110.2761582,157002164,465,923
177106,2018-06-01 08:13:03,24,13:03.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2164,110.1706487,157002165,465,923
177107,2018-06-01 08:13:03,134,13:03.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2165,112.8945412,157002166,465,923
177108,2018-06-01 08:13:03,241,13:03.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2166,105.1319699,157002167,465,923
177109,2018-06-01 08:13:03,346,13:03.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2167,101.2344368,157002168,465,923
177110,2018-06-01 08:13:18,447,13:18.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2206,84.02543935,157002207,465,923
177111,2018-06-01 08:13:19,578,13:18.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2207,91.72566664,157002208,465,923
177112,2018-06-01 08:13:19,878,13:18.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2209,98.47963903,157002210,465,923
177113,2018-06-01 08:13:19,8,13:19.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2210,98.9065934,157002211,465,923
177114,2018-06-01 08:13:19,151,13:19.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2211,98.62772903,157002212,465,923
177115,2018-06-01 08:13:19,274,13:19.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2212,100.3009199,157002213,465,923
177116,2018-06-01 08:13:19,395,13:19.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2213,100.3619102,157002214,465,923
177117,2018-06-01 08:13:20,656,13:19.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2215,98.37616738,157002216,465,923
177118,2018-06-01 08:13:20,827,13:19.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2216,97.34119065,157002217,465,923
177119,2018-06-01 08:13:20,468,13:20.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2221,90.59033122,157002222,465,923
177120,2018-06-01 08:13:21,592,13:20.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2222,95.31429475,157002223,465,923
177121,2018-06-01 08:13:21,730,13:20.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2223,94.87328765,157002224,465,923
177122,2018-06-01 08:13:21,853,13:20.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2224,98.91273637,157002225,465,923
177123,2018-06-01 08:13:21,28,13:21.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2225,108.4620514,157002226,465,923
177124,2018-06-01 08:13:22,511,13:21.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2228,109.5428629,157002229,465,923
177125,2018-06-01 08:13:22,751,13:21.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2230,106.3269127,157002231,465,923
177126,2018-06-01 08:13:22,859,13:21.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2231,105.4902807,157002232,465,923
177127,2018-06-01 08:13:22,962,13:22.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2232,96.18816675,157002233,465,923
177128,2018-06-01 08:13:22,77,13:22.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2233,102.6306733,157002234,465,923
177129,2018-06-01 08:13:22,187,13:22.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2234,98.41283278,157002235,465,923
177130,2018-06-01 08:13:22,302,13:22.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2235,97.02183265,157002236,465,923
177131,2018-06-01 08:13:22,408,13:22.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2236,101.6351555,157002237,465,923
177132,2018-06-01 08:13:23,517,13:22.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2237,102.1879482,157002238,465,923
177133,2018-06-01 08:13:23,840,13:22.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2239,102.7655022,157002240,465,923
177134,2018-06-01 08:13:23,946,13:22.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2240,100.5859318,157002241,465,923
177135,2018-06-01 08:13:23,142,13:23.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2241,103.8442848,157002242,465,923
177136,2018-06-01 08:13:23,333,13:23.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2242,106.2270535,157002243,465,923
177137,2018-06-01 08:13:24,532,13:23.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2243,98.59076177,157002244,465,923
177138,2018-06-01 08:13:24,731,13:23.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2244,92.80616669,157002245,465,923
177139,2018-06-01 08:13:24,831,13:23.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2245,92.7094373,157002246,465,923
177140,2018-06-01 08:13:24,986,13:24.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2246,87.98399926,157002247,465,923
177141,2018-06-01 08:13:24,111,13:24.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2247,91.57091931,157002248,465,923
177142,2018-06-01 08:13:24,296,13:24.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2248,93.8046322,157002249,465,923
177143,2018-06-01 08:13:24,415,13:24.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2249,91.25737751,157002250,465,923
177144,2018-06-01 08:13:25,532,13:24.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2250,91.65136072,157002251,465,923
177145,2018-06-01 08:13:25,635,13:24.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2251,91.31214197,157002252,465,923
177146,2018-06-01 08:13:25,752,13:24.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2252,90.57597486,157002253,465,923
177147,2018-06-01 08:13:25,864,13:24.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2253,88.61410594,157002254,465,923
177148,2018-06-01 08:13:25,8,13:25.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2254,93.97028977,157002255,465,923
177149,2018-06-01 08:13:25,114,13:25.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2255,92.8068088,157002256,465,923
177150,2018-06-01 08:13:25,221,13:25.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2256,99.40171477,157002257,465,923
177151,2018-06-01 08:13:25,334,13:25.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2257,98.5433424,157002258,465,923
177152,2018-06-01 08:13:25,447,13:25.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2258,99.95234294,157002259,465,923
177153,2018-06-01 08:13:26,551,13:25.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2259,96.4546098,157002260,465,923
177154,2018-06-01 08:13:26,654,13:25.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2260,91.62042596,157002261,465,923
177155,2018-06-01 08:13:26,778,13:25.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2261,97.68440377,157002262,465,923
177156,2018-06-01 08:13:26,891,13:25.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2262,102.39286,157002263,465,923
177157,2018-06-01 08:13:27,577,13:26.6,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2267,89.89945825,157002268,465,923
177158,2018-06-01 08:13:27,809,13:26.8,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2269,107.6794423,157002270,465,923
177159,2018-06-01 08:13:27,923,13:26.9,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2270,106.2454968,157002271,465,923
177160,2018-06-01 08:13:27,38,13:27.0,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2271,103.5188435,157002272,465,923
177161,2018-06-01 08:13:27,155,13:27.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2272,105.9664841,157002273,465,923
177162,2018-06-01 08:13:27,272,13:27.3,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2273,103.5068886,157002274,465,923
177163,2018-06-01 08:13:27,391,13:27.4,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2274,103.7983803,157002275,465,923
177164,2018-06-01 08:13:28,511,13:27.5,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2275,105.7953562,157002276,465,923
177165,2018-06-01 08:13:28,749,13:27.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2277,103.1049159,157002278,465,923
177166,2018-06-01 08:13:28,141,13:28.1,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2280,96.66613555,157002281,465,923
177167,2018-06-01 08:13:32,657,13:31.7,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2309,106.3248408,157002310,465,923
177168,2018-06-01 08:13:32,200,13:32.2,59:48.8,465,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,2314,102.312002,157002315,465,923
177169,2018-06-01 08:24:59,235,24:59.2,59:48.8,466,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,4250,89.04055113,157004251,466,924
177170,2018-06-01 08:24:59,375,24:59.4,59:48.8,466,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,4251,86.10169551,157004252,466,924
177171,2018-06-01 08:24:59,496,24:59.5,59:48.8,466,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,4252,91.26956135,157004253,466,924
177172,2018-06-01 08:25:00,729,24:59.7,59:48.8,466,Click_Detector_Sperm_whale_click_detector_Clicks_20180601_080000.pgdf           ,4254,91.35963094,157004255,466,924
