Id,CopyId,UTC,UTCMilliseconds,PCLocalTime,PCTime,EventEnd,eventType,nClicks,minNumber,bestNumber,maxNumber,colour,comment,channels,TMModelName1,TMLatitude1,TMLongitude1,BeamLatitude1,BeamLongitude1,BeamTime1,TMSide1,TMChi21,TMAIC1,TMProbability1,TMDegsFreedom1,TMPerpendicularDistance1,TMPerpendicularDistanceError1,TMDepth1,TMDepthError1,TMHydrophones1,TMError1,TMComment1,TMLatitude2,TMLongitude2,BeamLatitude2,BeamLongitude2,BeamTime2,TMSide2,TMChi22,TMAIC2,TMProbability2,TMDegsFreedom2,TMPerpendicularDistance2,TMPerpendicularDistanceError2,TMDepth2,TMDepthError2,TMHydrophones2,TMError2,TMComment2,UID,ChannelBitmap,SequenceBitmap
1,,2018-05-28 21:10:13.935,935,2018-05-28 22:10:13.935,2019-12-04 15:56:50.043,2018-05-28 21:11:43.489,DLP         ,288,6,8,10,1,Test                                                                            ,3,Least squares                 ,36.49955776163592,-8.658933396350157,36.50021666666667,-8.659266666666667,1527541692320,0,0.9419197904804516,273.38906007740917,,,79.03806582453055,0.9012,0,,0,"{""NAME"":""SimpleError"",""PERP"":9.012E-1,""PARR"":3.701E-1,""ANGLE"":5.828E0}                                                          ",,36.50147643463982,-8.66016104090481,36.50021666666667,-8.659266666666667,1527541692320,1,7.587981701216862,2174.162766548023,,,161.17731029848406,2.258,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.258E0,""PARR"":7.232E-1,""ANGLE"":5.828E0}                                                           ",,1,3,
2,,2018-05-28 21:13:03.243,243,2018-05-28 22:13:03.243,2019-12-04 15:56:50.057,2018-05-28 21:14:12.486,DLP         ,125,,,,2,Test                                                                            ,3,Least squares                 ,36.49607400685967,-8.662884979423659,36.49713333333333,-8.663716666666666,1527541871600,0,5.329431169861105,659.520033892916,,,139.1966364883059,3.357,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.357E0,""PARR"":7.719E-1,""ANGLE"":5.74E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,2,3,
3,,2018-05-29 22:03:15.788,788,2018-05-30 00:03:15.788,2021-08-03 13:35:44.433,2018-05-29 22:09:09.104,SWC         ,245,1,1,1,3,,3,Least squares                 ,34.058257302518136,-8.420557625816022,34.058933333333336,-8.416533333333334,1527631364650,0,13.342235326717127,3246.163184392262,,,378.0119456954345,5.822,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.822E0,""PARR"":2.306E0,""ANGLE"":4.538E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,3,3,
4,,2018-05-29 22:03:52.088,88,2018-05-30 00:03:52.088,2021-08-03 13:35:44.437,2018-05-29 22:20:23.588,SWC         ,374,1,1,1,4,,3,Least squares                 ,34.0239756044693,-8.452519486290685,34.0258,-8.403,1527632869370,0,6.758232965097684,977.1855469740665,,,4565.033178366469,215.4,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.154E2,""PARR"":1.047E2,""ANGLE"":4.415E0}                                                            ",,34.04939567315958,-8.366696536984858,34.03798333333334,-8.404016666666667,1527632454910,1,9.567968688577363,1381.7874911551403,,,3662.7941340908765,163,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.63E2,""PARR"":7.535E1,""ANGLE"":4.415E0}                                                             ",,4,3,
5,,2018-05-29 22:10:28.865,865,2018-05-30 00:10:28.865,2021-08-03 13:35:44.437,2018-05-29 22:14:34.818,SWC         ,115,1,1,1,5,,3,Least squares                 ,34.063791445872404,-8.431209103772023,34.06965,-8.422816666666666,1527630945690,0,3.707597116740992,422.9584741917321,,,1010.2476959071178,309.4,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.094E2,""PARR"":5.266E2,""ANGLE"":4.311E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,5,3,
6,,2018-05-29 22:10:19.000,0,2018-05-30 00:10:19.000,2021-08-03 13:35:44.437,2018-05-29 22:15:19.505,SWC         ,87,1,1,1,6,,3,Least squares                 ,34.05901157980292,-8.427225563289957,34.06151666666667,-8.417533333333333,1527631270540,0,5.831744261367106,499.69826221620406,,,934.6547229956695,127.2,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.272E2,""PARR"":1.021E2,""ANGLE"":4.485E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,6,3,
8,,2018-05-29 22:15:17.535,535,2018-05-30 00:15:17.535,2021-08-03 13:35:44.437,2018-05-29 22:27:33.314,SWB         ,297,1,1,1,8,,3,Least squares                 ,34.04243170816657,-8.398808495891068,34.04063333333333,-8.4056,1527632358550,0,11.853948552343262,3500.914822941262,,,656.4990199191442,6.404,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.404E0,""PARR"":5.517E0,""ANGLE"":4.363E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,8,3,
9,,2018-05-29 22:35:52.457,457,2018-05-30 00:35:52.457,2021-08-03 13:35:44.437,2018-05-29 22:40:14.019,SWB         ,44,1,1,1,9,Unsure                                                                          ,3,Least squares                 ,34.01829927757767,-8.410116895101584,34.0193,-8.4025,1527633091360,0,2.5798494666028042,112.35367759731778,,,710.2917892052017,41.55,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.155E1,""PARR"":5.352E1,""ANGLE"":4.328E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,9,3,
10,,2018-05-29 22:36:57.076,76,2018-05-30 00:36:57.076,2021-08-03 13:35:44.437,2018-05-29 22:44:36.146,SWB         ,74,1,2,13,10,Unsure                                                                          ,3,Least squares                 ,34.01681783825292,-8.422932867318114,34.01623333333333,-8.402433333333333,1527633196610,0,3.1985296990706575,234.29413833308735,,,1889.220828376111,84.9,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.49E1,""PARR"":7.481E1,""ANGLE"":4.311E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,10,3,
11,,2018-05-29 22:36:39.719,719,2018-05-30 00:36:39.719,2021-08-03 13:35:44.438,2018-05-29 22:45:29.413,SWB         ,112,2,2,3,11,Unsure                                                                          ,3,Least squares                 ,34.01473678664134,-8.431021171514782,34.01593333333334,-8.402416666666667,1527633206900,0,8.01005537768365,885.1060915452015,,,2637.9999764794097,121.3,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.213E2,""PARR"":7.853E1,""ANGLE"":4.32E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,11,3,
12,,2018-05-29 23:17:10.917,917,2018-05-30 00:17:10.917,2021-02-24 17:33:33.630,2018-05-29 23:26:21.319,Vn          ,3069,,,,12,,3,Least squares                 ,33.92922143614391,-8.379317257140041,33.93125,-8.37115,1527636055190,0,4.302484883051081,13199.721136317665,,,786.0220726559173,2.022,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.022E0,""PARR"":1.041E0,""ANGLE"":4.451E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,12,3,
13,,2018-05-30 00:05:51.460,460,2018-05-30 01:05:51.460,2019-11-21 18:39:28.340,2018-05-30 00:10:22.492,SWC         ,157,2,2,2,1,,3,Least squares                 ,33.852299391252174,-8.344238418497339,33.853433333333335,-8.34255,1527638632270,0,15.146478349269202,2351.7041441367264,,,200.38420469674182,3.1309776968873924,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.131E0,""PARR"":1.5E0,""ANGLE"":3.543E0}                                                              ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,13,3,
14,,2018-05-30 00:31:37.646,646,2018-05-30 01:31:37.646,2019-11-21 18:39:28.354,2018-05-30 00:32:14.382,Vn          ,104,,,,2,,3,Least squares                 ,33.81178202734372,-8.323182091482103,33.81068333333333,-8.3231,1527640265640,0,1.0691424843245718,113.05253340110633,,,122.32191510455019,6.928419190398308,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.928E0,""PARR"":4.41E0,""ANGLE"":3.753E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,14,3,
15,,2018-05-30 02:11:53.012,12,2018-05-30 03:11:53.012,2019-11-21 18:39:41.291,2018-05-30 02:24:58.620,SWC         ,3087,1,1,1,3,,3,Least squares                 ,33.992223851312524,-8.239486466901235,33.987516666666664,-8.228016666666667,1527646775180,0,1.3936350578221979,4303.364153381481,,,1179.1200843788513,3.642990855182642,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.643E0,""PARR"":1.285E0,""ANGLE"":2.06E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,15,3,
16,,2018-05-30 03:45:37.406,406,2018-05-30 05:45:37.406,2021-09-28 14:19:35.582,2018-05-30 03:46:03.799,SWC         ,52,1,1,1,4,,3,Least squares                 ,34.127284655014755,-8.201298643300733,34.12713333333333,-8.200916666666666,1527651809940,0,3.654214611536917,186.71073057684586,,,38.95218130081798,0.9817,0,,0,"{""NAME"":""SimpleError"",""PERP"":9.817E-1,""PARR"":3.561E-1,""ANGLE"":1.746E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,16,3,
17,,2018-05-30 03:45:36.890,890,2018-05-30 05:45:36.890,2021-09-28 14:19:35.585,2018-05-30 03:46:18.701,SWC         ,109,1,1,1,5,,3,Least squares                 ,34.12714812367519,-8.200505190374207,34.12713333333333,-8.200916666666666,1527651809940,0,3.3753492570842623,365.16237050801607,,,37.885124371639705,0.6018,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.018E-1,""PARR"":3.724E-1,""ANGLE"":1.746E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,17,3,
18,,2018-05-30 03:45:36.785,785,2018-05-30 05:45:36.785,2021-09-28 14:19:35.585,2018-05-30 03:45:57.485,SWC         ,78,2,2,3,6,,3,Least squares                 ,34.127454013288165,-8.200670419477335,34.127433333333336,-8.20085,1527651820960,0,8.439493672936129,645.4015191431458,,,16.677645708899668,0.2353,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.353E-1,""PARR"":1.584E-1,""ANGLE"":1.834E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,18,3,
19,,2018-05-30 03:45:54.462,462,2018-05-30 05:45:54.462,2021-09-28 14:19:35.585,2018-05-30 03:46:11.921,SWC         ,61,1,1,1,7,,3,Least squares                 ,34.12821578003248,-8.200394148643321,34.128366666666665,-8.2005,1527651852310,0,2.263165109525629,137.5267414620121,,,19.388574311796525,0.2462,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.462E-1,""PARR"":1.566E-1,""ANGLE"":1.886E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,19,3,
20,,2018-05-30 03:46:00.585,585,2018-05-30 05:46:00.585,2021-09-28 14:19:35.585,2018-05-30 03:46:15.898,SWC         ,61,1,1,1,8,,3,Least squares                 ,34.13092862547982,-8.199644055078334,34.13081666666667,-8.199483333333333,1527651936660,0,4.855922712940017,290.499440063461,,,19.32148975512007,0.3403,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.403E-1,""PARR"":2.182E-1,""ANGLE"":1.781E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,20,3,
21,,2018-05-30 03:45:36.675,675,2018-05-30 05:45:36.675,2021-09-28 14:19:35.585,2018-05-30 03:46:00.186,SWC         ,27,2,2,3,9,A few individuals but difficult to distinguish                                  ,3,Least squares                 ,34.127981988825866,-8.201004252581974,34.12775,-8.200733333333334,1527651831000,0,18.42460215093678,464.61505377341956,,,35.85458113543911,1.151,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.151E0,""PARR"":4.345E-1,""ANGLE"":1.868E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,21,3,
22,,2018-05-30 03:55:15.548,548,2018-05-30 04:55:15.548,2019-11-21 18:39:41.475,2018-05-30 04:02:58.179,SWC         ,217,1,1,1,10,,3,Least squares                 ,34.150612899899514,-8.197987633681139,34.1506,-8.192483333333334,1527652627790,0,8.35514544161334,1800.356269946868,,,506.17200552465886,5.581396746260441,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.581E0,""PARR"":2.751E0,""ANGLE"":1.729E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,22,3,
23,,2018-05-30 03:55:50.323,323,2018-05-30 04:55:50.323,2021-02-24 18:23:54.516,2018-05-30 04:08:58.767,SWC         ,372,1,1,1,11,,3,Least squares                 ,34.15263155251314,-8.20144202062846,34.151183333333336,-8.192433333333334,1527652647540,0,20.28653174703135,7510.016746401599,,,843.9029476246222,8.061,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.061E0,""PARR"":4.292E0,""ANGLE"":1.589E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,23,3,
24,,2018-05-30 04:11:50.047,47,2018-05-30 06:11:50.047,2021-08-05 11:52:20.632,2018-05-30 04:20:17.982,SWC         ,346,1,1,1,12,,3,Least squares                 ,34.16480209798068,-8.193990740192628,34.1639,-8.188733333333333,1527653322530,0,4.3935846206921,1515.3931095180824,,,493.67142789898514,3.935,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.935E0,""PARR"":2.114E0,""ANGLE"":1.711E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,24,3,
25,,2018-05-30 04:11:49.592,592,2018-05-30 06:11:49.592,2021-08-05 11:52:20.632,2018-05-30 04:13:22.980,SWC         ,130,1,1,1,1,,3,Least squares                 ,34.164933514954896,-8.18745594239785,34.16506666666667,-8.188433333333334,1527653365170,0,2.7542261752774735,356.5409504355166,,,91.0744667640886,1.186,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.186E0,""PARR"":6.224E-1,""ANGLE"":1.764E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,25,3,
26,,2018-05-30 04:11:57.822,822,2018-05-30 06:11:57.822,2021-08-05 11:52:20.632,2018-05-30 04:33:59.066,SWC         ,548,1,1,1,2,,3,Least squares                 ,34.180563293784765,-8.167971785935965,34.18505,-8.180433333333333,1527654107890,0,4.705067490050386,2572.9668495675105,,,1249.3070799739367,7.488,0,,0,"{""NAME"":""SimpleError"",""PERP"":7.488E0,""PARR"":4.908E0,""ANGLE"":1.799E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,26,3,
27,,2018-05-30 04:11:52.342,342,2018-05-30 06:11:52.342,2021-08-05 11:52:20.633,2018-05-30 04:32:31.507,SWC         ,767,1,2,3,3,,3,Least squares                 ,34.18256092294394,-8.221146729511904,34.1772,-8.184316666666668,1527653814000,0,25.126776926670985,19225.984348903305,,,3437.688955727386,67.74,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.774E1,""PARR"":3.091E1,""ANGLE"":7.733E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,27,3,
28,,2018-05-30 04:11:50.539,539,2018-05-30 06:11:50.539,2021-08-05 11:52:20.633,2018-05-30 04:21:11.041,SWC         ,286,1,1,1,4,,3,Least squares                 ,34.1723985220228,-8.180213382946443,34.17423333333333,-8.184283333333333,1527653708220,0,13.29730532364735,3780.4347119158474,,,426.11080393049684,4.473,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.473E0,""PARR"":2.217E0,""ANGLE"":2.095E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,28,3,
29,,2018-05-30 04:03:29.468,468,2018-05-30 05:03:29.468,2021-02-24 18:23:54.519,2018-05-30 04:08:59.665,SWB         ,68,1,1,1,5,,3,Least squares                 ,34.15878455872324,-8.185218112416766,34.16093333333333,-8.189016666666667,1527653156920,0,17.360493897810837,1149.7925972555151,,,423.088187195372,16.08,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.608E1,""PARR"":7.068E0,""ANGLE"":2.165E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,29,3,
30,,2018-05-30 04:24:46.582,582,2018-05-30 06:24:46.582,2021-08-05 11:52:20.633,2018-05-30 04:36:40.736,SWC         ,296,1,1,1,6,,3,Least squares                 ,34.18914968170782,-8.16702240696275,34.19105,-8.17815,1527654324850,0,3.0731664150095024,907.5109260127937,,,1044.3741232861762,10.71,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.071E1,""PARR"":5.057E0,""ANGLE"":1.816E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,30,3,
31,,2018-05-30 04:26:18.839,839,2018-05-30 06:26:18.839,2021-08-05 11:52:20.633,2018-05-30 04:42:33.772,SWC         ,196,1,1,1,7,,3,Least squares                 ,34.19156008456333,-8.164191477128373,34.194266666666664,-8.177266666666666,1527654439130,0,6.0247964354367,1172.8105084747199,,,1238.8406480747433,16.57,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.657E1,""PARR"":1.22E1,""ANGLE"":1.799E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,31,3,
32,,2018-05-30 04:23:08.579,579,2018-05-30 06:23:08.579,2021-08-05 11:52:20.633,2018-05-30 04:34:17.516,SWC         ,128,1,1,1,8,,3,Least squares                 ,34.186525292538356,-8.170967369490771,34.188383333333334,-8.17895,1527654229230,0,8.222270147139247,1040.006038539545,,,762.2489446557636,10.98,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.098E1,""PARR"":1.099E1,""ANGLE"":1.973E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,32,3,
33,,2018-05-30 05:32:27.282,282,2018-05-30 06:32:27.282,2019-11-21 18:39:54.497,2018-05-30 05:34:07.321,SWC         ,75,1,1,1,9,,3,Least squares                 ,34.29681686200856,-8.14060974689217,34.2978,-8.14515,1527658254580,0,6.4251091324714835,473.0329666704183,,,430.87025386531326,16.532599811054478,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.653E1,""PARR"":5.084E0,""ANGLE"":1.816E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,33,3,
34,,2018-05-30 05:32:36.236,236,2018-05-30 06:32:36.236,2019-11-21 18:39:54.501,2018-05-30 05:34:33.747,SWC         ,72,1,1,1,10,,3,Least squares                 ,34.29889060813265,-8.14257378261406,34.29938333333333,-8.144683333333333,1527658306680,0,2.0669843526818754,148.68890468773128,,,201.2416872604371,3.4399976019557137,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.44E0,""PARR"":1.578E0,""ANGLE"":1.816E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,34,3,
35,,2018-05-30 05:34:53.118,118,2018-05-30 07:34:53.118,2021-08-05 09:22:25.432,2018-05-30 05:37:10.894,SWC         ,78,1,1,1,11,,3,Least squares                 ,34.30015678926137,-8.14666035524346,34.299733333333336,-8.144566666666666,1527658317690,0,1.3832350701387006,109.12586533054125,,,197.8687873755207,3.878,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.878E0,""PARR"":1.474E0,""ANGLE"":1.834E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,35,3,
36,,2018-05-30 05:34:51.306,306,2018-05-30 07:34:51.306,2021-08-05 09:22:25.432,2018-05-30 05:37:00.317,SWC         ,71,1,1,1,12,,3,Least squares                 ,34.30069180999771,-8.146235261393665,34.300383333333336,-8.14435,1527658338990,0,2.111154803079356,149.66968141247554,,,176.4205077509746,2.77,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.77E0,""PARR"":1.784E0,""ANGLE"":1.799E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,36,3,
37,,2018-05-30 05:34:50.952,952,2018-05-30 07:34:50.952,2021-08-05 09:22:25.432,2018-05-30 05:36:10.446,SWC         ,96,2,2,2,1,,3,Least squares                 ,34.30126532763638,-8.143336903257977,34.30133333333333,-8.144066666666667,1527658370730,0,5.687180059040229,538.5949255497816,,,67.41324079531067,1.095,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.095E0,""PARR"":5.058E-1,""ANGLE"":1.825E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,37,3,
38,,2018-05-30 05:34:52.899,899,2018-05-30 07:34:52.899,2021-08-05 09:22:25.432,2018-05-30 05:35:59.375,SWC         ,110,3,3,3,2,Lots of overlapping trains                                                      ,3,Least squares                 ,34.302174646798186,-8.144445855898681,34.30198333333333,-8.14385,1527658391010,0,7.987545067110715,866.6548672479572,,,58.681952850033824,0.865,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.65E-1,""PARR"":4.026E-1,""ANGLE"":1.869E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,38,3,
39,,2018-05-30 05:34:53.346,346,2018-05-30 07:34:53.346,2021-08-05 09:22:25.432,2018-05-30 05:35:26.801,SWC         ,56,1,1,1,3,,3,Least squares                 ,34.30244007616842,-8.144232668495155,34.302283333333335,-8.143716666666666,1527658401260,0,6.391856257074598,349.1602378820283,,,50.46643004599466,1.075,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.075E0,""PARR"":4.666E-1,""ANGLE"":1.851E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,39,3,
40,,2018-05-30 05:36:52.264,264,2018-05-30 07:36:52.264,2021-08-05 09:22:25.432,2018-05-30 05:37:49.990,SWC         ,26,1,1,1,4,,3,Least squares                 ,34.30648667719766,-8.143617753110261,34.306216666666664,-8.142433333333333,1527658529900,0,2.4813266401781564,63.55183936427576,,,112.78103728564135,3.432,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.432E0,""PARR"":1.582E0,""ANGLE"":1.851E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,40,3,
41,,2018-05-31 02:35:42.505,505,2018-05-31 03:35:42.505,2019-11-21 18:40:01.284,2018-05-31 02:37:36.011,Vn          ,276,,,,5,,3,Least squares                 ,36.27418243050846,-7.443954061892267,36.27226666666667,-7.429516666666666,1527733594570,0,4.685200963892819,1287.7450641066323,,,1310.7830655204446,218.83022530028742,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.188E2,""PARR"":3.218E2,""ANGLE"":1.908E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,41,3,
42,,2018-05-31 02:59:33.726,726,2018-05-31 03:59:33.726,2019-11-21 18:40:01.296,2018-05-31 03:01:23.193,NOTE        ,174,,,,6,Weird clump of clicks. Unsure                                                   ,3,Least squares                 ,36.32527532656698,-7.403318725670628,36.326816666666666,-7.40575,1527735551300,0,6.1366352199026775,1047.2279873834552,,,276.96627037064894,6.1579290346448134,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.158E0,""PARR"":2.4E0,""ANGLE"":2.344E0}                                                              ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,42,3,
43,,2018-05-31 16:52:48.443,443,2018-05-31 17:52:48.443,2019-11-21 18:40:09.632,2018-05-31 16:56:30.586,Vn          ,1443,,,,7,,3,Least squares                 ,36.706288024048675,-6.87248747797752,36.70653333333333,-6.870433333333334,1527785546670,0,2.67764072273129,3862.480281455789,,,185.01435947918685,0.6685106385762043,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.685E-1,""PARR"":4.308E-1,""ANGLE"":4.598E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,43,3,
44,,2018-05-31 23:47:17.565,565,2018-06-01 01:47:17.565,2021-08-12 09:17:02.048,2018-06-01 00:06:22.452,DLP         ,1659,,,,8,Selected block of clicks                                                        ,3,Least squares                 ,36.077697934235644,-6.6523769247296185,36.0663,-6.680516666666667,1527810907410,0,20.210231460306783,33451.933066807724,,,2826.984314896609,20.62,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.062E1,""PARR"":8.061E0,""ANGLE"":4.338E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,44,3,
45,,2018-06-02 20:51:53.716,716,2018-06-02 22:51:53.716,2021-08-12 10:29:00.919,2018-06-02 20:52:24.278,DLP         ,107,,,,9,Odontocete sp...?? Check                                                        ,3,Least squares                 ,35.73877839557053,-4.012034246817051,35.73886666666667,-4.0123,1527972605530,0,5.943224779995647,628.0386018995429,,,25.898830231040556,0.4181,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.181E-1,""PARR"":2.784E-1,""ANGLE"":2.222E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,45,3,
46,,2018-06-02 22:39:16.426,426,2018-06-03 00:39:16.426,2021-08-11 13:51:36.589,2018-06-02 22:40:32.863,DLP         ,286,,,,10,,3,Least squares                 ,35.896952349518784,-3.9287058550361027,35.896683333333335,-3.9274,1527979049060,0,29.93191981650871,8504.665227888474,,,121.2885910009908,1.82,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.82E0,""PARR"":6.447E-1,""ANGLE"":1.908E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,46,3,
47,,2018-06-03 01:17:28.093,93,2018-06-03 03:17:28.093,2021-08-12 10:30:41.830,2018-06-03 01:18:41.038,DLP         ,350,10,15,18,11,,3,Least squares                 ,36.11862446057194,-3.7620851477503936,36.11776666666667,-3.758583333333333,1527988568980,0,39.19449032477878,13643.682633023016,,,328.46778388717905,6.78,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.78E0,""PARR"":1.416E0,""ANGLE"":1.927E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,47,3,
48,,2018-06-03 04:09:30.911,911,2018-06-03 06:09:30.911,2021-08-12 11:44:48.094,2018-06-03 04:11:35.106,DLD         ,362,5,8,10,12,,3,Least squares                 ,36.398171994634794,-3.5834375590307292,36.39896666666667,-3.584783333333333,1527998930270,0,14.253805734173547,5135.370064302477,,,149.2851090059653,1.412,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.412E0,""PARR"":6.822E-1,""ANGLE"":1.875E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,48,3,
49,,2018-06-03 15:46:16.880,880,2018-06-03 16:46:16.880,2019-11-21 18:40:43.887,2018-06-03 15:53:16.840,Vn          ,2204,,,,1,,3,Least squares                 ,36.07129634460312,-2.8267187028530962,36.07418333333333,-2.8219166666666666,1528040736630,0,6.17414520303157,13599.467737075518,,,537.5213639647666,2.148072996514279,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.148E0,""PARR"":9.826E-1,""ANGLE"":4.043E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,49,3,
50,,2018-06-03 18:45:29.305,305,2018-06-03 19:45:29.305,2019-11-21 18:40:47.822,2018-06-03 18:46:55.494,DLP         ,297,10,12,14,2,,3,Least squares                 ,35.836068592582464,-2.6676004882271984,35.836216666666665,-2.6664166666666667,1528051420290,0,36.52567268851361,10779.073443111514,,,107.90571508064077,1.6598216579494989,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.66E0,""PARR"":1.373E0,""ANGLE"":4.497E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,50,3,
