Id,CopyId,UTC,UTCMilliseconds,PCLocalTime,PCTime,EventEnd,eventType,nClicks,minNumber,bestNumber,maxNumber,colour,comment,channels,TMModelName1,TMLatitude1,TMLongitude1,BeamLatitude1,BeamLongitude1,BeamTime1,TMSide1,TMChi21,TMAIC1,TMProbability1,TMDegsFreedom1,TMPerpendicularDistance1,TMPerpendicularDistanceError1,TMDepth1,TMDepthError1,TMHydrophones1,TMError1,TMComment1,TMLatitude2,TMLongitude2,BeamLatitude2,BeamLongitude2,BeamTime2,TMSide2,TMChi22,TMAIC2,TMProbability2,TMDegsFreedom2,TMPerpendicularDistance2,TMPerpendicularDistanceError2,TMDepth2,TMDepthError2,TMHydrophones2,TMError2,TMComment2,UID,ChannelBitmap,SequenceBitmap
79,,2018-06-13 02:05:15.456,456,2018-06-13 03:05:15.456,2019-11-21 18:42:42.027,2018-06-13 02:24:47.333,SWC         ,553,1,1,1,7,,3,Least squares                 ,36.721875757092,-0.3182327796890616,36.72488333333333,-0.24508333333333335,1528855487980,0,17.612396482026487,9708.430461596594,,,6523.709542382934,122.53446704375854,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.225E2,""PARR"":1.815E1,""ANGLE"":7.65E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,79,3,
80,,2018-06-13 02:07:40.412,412,2018-06-13 03:07:40.412,2019-11-21 18:42:42.052,2018-06-13 03:05:09.986,SWB         ,401,1,1,1,8,,3,Least squares                 ,36.752380030909855,-0.16521211408005404,36.774766666666665,-0.23306666666666667,1528857514130,0,7.925787933322182,3166.3893853955506,,,6532.564351498046,60.771383321594314,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.077E1,""PARR"":2.332E1,""ANGLE"":1.856E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,80,3,
81,,2018-06-13 03:45:51.819,819,2018-06-13 04:45:51.819,2019-11-21 18:42:42.072,2018-06-13 04:02:50.362,SWC         ,451,1,1,1,9,,3,Least squares                 ,36.879476459438585,-0.18639454562555546,36.88256666666667,-0.19715000000000002,1528862200870,0,10.4295836700749,4686.88306786363,,,1015.7783646377237,11.771400339051281,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.177E1,""PARR"":7.157E0,""ANGLE"":1.803E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,81,3,
82,,2018-06-13 03:53:13.709,709,2018-06-13 04:53:13.709,2019-11-21 18:42:42.094,2018-06-13 04:04:36.624,SWC         ,190,1,1,1,10,,3,Least squares                 ,36.883683043634285,-0.20869453962216034,36.88113333333333,-0.1978,1528862138280,0,11.156887636934805,2101.4948757437433,,,1008.9205088288713,14.98981006528005,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.499E1,""PARR"":7.024E0,""ANGLE"":1.681E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,82,3,
83,,2018-06-13 15:50:31.639,639,2018-06-13 16:50:31.639,2019-11-21 18:42:50.348,2018-06-13 15:52:02.904,DLP         ,503,10,12,14,11,,3,Least squares                 ,37.510948730036205,0.05147231372583057,37.512483333333336,0.053950000000000005,1528904923710,0,7.166984394940173,3594.6591818650268,,,277.08112846650016,4.145779124775514,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.146E0,""PARR"":1.762E0,""ANGLE"":4.981E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,83,3,
84,,2018-06-13 16:40:41.333,333,2018-06-13 17:40:41.333,2019-11-21 18:42:50.386,2018-06-13 16:40:52.232,DLP         ,65,7,8,10,12,,3,Least squares                 ,37.44400431826666,0.1205113064321908,37.4434,0.11979999999999999,1528907929610,0,6.246951701986765,397.5579572251662,,,91.91005833345899,6.333083618016279,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.333E0,""PARR"":2.399E0,""ANGLE"":4.091E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,84,3,
85,,2018-06-13 18:01:28.502,502,2018-06-13 19:01:28.502,2019-11-21 18:42:59.789,2018-06-13 18:04:34.507,NOTE        ,325,1,1,1,1,Think it's dolphins                                                             ,3,Least squares                 ,37.32711130634852,0.20931006340341016,37.32785,0.2098,1528912775000,0,6.413501837912435,2075.5610936457165,,,92.80003682405675,0.7288512350911555,0,,0,"{""NAME"":""SimpleError"",""PERP"":7.289E-1,""PARR"":4.493E-1,""ANGLE"":3.69E0}                                                           ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,85,3,
86,,2018-06-13 18:09:14.030,30,2018-06-13 19:09:14.030,2019-11-21 18:42:59.803,2018-06-13 19:22:13.502,SWC         ,725,1,1,1,2,,3,Least squares                 ,37.265853441514366,0.15833160591979584,37.296483333333335,0.23268333333333333,1528914109010,0,12.343863769861434,8928.613505609817,,,7402.670997817137,50.395673997882255,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.04E1,""PARR"":2.311E1,""ANGLE"":4.65E0}                                                              ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,86,3,
87,,2018-06-13 18:17:05.485,485,2018-06-13 19:17:05.485,2019-11-21 18:42:59.835,2018-06-13 19:21:41.199,SWC         ,610,1,1,1,3,,3,Least squares                 ,37.27193820961008,0.17913349178131882,37.296483333333335,0.23268333333333333,1528914109010,0,9.504514408548056,5782.744760397219,,,5463.862157357424,44.789200488461596,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.479E1,""PARR"":1.624E1,""ANGLE"":4.301E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,87,3,
88,,2018-06-14 16:18:09.385,385,2018-06-14 17:18:09.385,2019-11-21 18:43:04.940,2018-06-14 16:23:29.598,DLP         ,289,,,,4,,3,Least squares                 ,37.835765084828694,1.253453409305992,37.83433333333333,1.2633,1528993084730,0,2.0919760976427932,604.3971400234816,,,878.6637074290668,12.930465762134713,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.293E1,""PARR"":5.269E0,""ANGLE"":1.653E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,88,3,
89,,2018-06-14 18:23:00.094,94,2018-06-14 19:23:00.094,2019-11-21 18:43:15.702,2018-06-14 18:54:59.225,SWC         ,430,1,1,1,5,,3,Least squares                 ,37.83723415630265,1.467028747302428,37.79663333333333,1.4054666666666666,1529002936500,0,1.1888759614788105,512.8389115129308,,,7039.730758455863,113.03944771210097,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.13E2,""PARR"":4.609E1,""ANGLE"":4.219E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,89,3,
90,,2018-06-14 18:23:14.651,651,2018-06-14 19:23:14.651,2019-11-21 18:43:15.721,2018-06-14 18:56:35.331,SWC         ,433,1,1,1,6,,3,Least squares                 ,37.845066688851944,1.4917127662012817,37.79663333333333,1.4054666666666666,1529002936500,0,2.106724142469727,911.9981054044523,,,9288.521312200586,160.82614254867545,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.608E2,""PARR"":6.912E1,""ANGLE"":4.062E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,90,3,
91,,2018-06-17 20:15:47.096,96,2018-06-17 21:15:47.096,2019-11-21 18:43:35.266,2018-06-17 20:16:01.698,DLP         ,67,1,1,1,7,,3,Least squares                 ,37.02198714106678,2.0712969881808734,37.02218333333333,2.0713833333333334,1529266431960,0,17.387538976853122,1134.190033495453,,,23.10758781721212,0.5417978869186102,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.418E-1,""PARR"":2.255E-1,""ANGLE"":3.375E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,91,3,
92,,2018-06-17 18:43:44.754,754,2018-06-17 19:43:44.754,2019-11-21 18:43:35.280,2018-06-17 18:50:54.281,Vn          ,404,,,,8,,3,Least squares                 ,36.995271443852175,1.941532216341139,36.997683333333335,1.9507833333333333,1529261549230,0,2.4508275819865664,989.2326879585996,,,863.6591408268777,18.817103855521744,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.882E1,""PARR"":1.504E1,""ANGLE"":4.203E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,92,3,
93,,2018-06-17 20:08:11.255,255,2018-06-17 21:08:11.255,2019-11-21 18:43:35.298,2018-06-17 20:10:35.782,DLP         ,502,,,,9,,3,Least squares                 ,37.01442859047519,2.0602123922313718,37.0153,2.0591333333333335,1529266056810,0,7.164275988324275,3586.1379941621376,,,136.17164991507548,0.9822417314909216,0,,0,"{""NAME"":""SimpleError"",""PERP"":9.822E-1,""PARR"":5.524E-1,""ANGLE"":2.563E0}                                                          ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,93,3,
94,,2018-06-17 20:19:48.028,28,2018-06-17 21:19:48.028,2019-11-21 18:43:35.320,2018-06-17 20:30:00.284,SWB         ,96,1,1,1,10,,3,Least squares                 ,37.03571045771776,2.091653971180802,37.02445,2.0957166666666667,1529267080890,0,2.9061846985718627,277.1813616657551,,,1302.1305496655066,24.114764414790866,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.411E1,""PARR"":1.116E1,""ANGLE"":2.947E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,94,3,
95,,2018-06-17 20:53:43.632,632,2018-06-17 21:53:43.632,2019-11-21 18:44:07.879,2018-06-17 21:09:44.843,SWC         ,332,1,1,1,11,,3,Least squares                 ,37.03003542571354,2.1733846534934456,37.0396,2.171866666666667,1529269123610,0,9.725302194035871,3203.6244218378015,,,1071.311201347355,12.754490581586758,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.275E1,""PARR"":4.319E0,""ANGLE"":3.262E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,95,3,
96,,2018-06-17 20:53:57.020,20,2018-06-17 21:53:57.020,2019-11-21 18:44:07.929,2018-06-17 21:10:30.861,SWC         ,316,1,1,1,12,,3,Least squares                 ,37.03103945623076,2.1717660378328847,37.03941666666667,2.1699,1529269070570,0,7.676309839631943,2414.36128964443,,,945.4773883892851,8.172555718854536,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.173E0,""PARR"":4.683E0,""ANGLE"":3.035E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,96,3,
97,,2018-06-17 22:50:40.170,170,2018-06-17 23:50:40.170,2019-11-21 18:44:07.944,2018-06-17 22:51:58.023,DLP         ,423,6,8,12,1,,3,Least squares                 ,37.07619619747764,2.403299766181893,37.075183333333335,2.4034666666666666,1529275754250,0,17.73807703862888,7471.730433262758,,,113.51794913234403,1.0312217332415672,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.031E0,""PARR"":5.07E-1,""ANGLE"":3.263E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,97,3,
98,,2018-06-18 05:57:38.105,105,2018-06-18 06:57:38.105,2019-11-21 18:45:17.806,2018-06-18 06:17:31.114,SWC         ,660,1,1,1,2,Finding start click time for these individuals is difficult to determine        ,3,Least squares                 ,37.80463533496219,2.57693065451815,37.80745,2.60565,1529301972810,0,2.231029720265362,1467.5554964940775,,,2540.734670112556,19.211394127750232,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.921E1,""PARR"":6.889E0,""ANGLE"":7.732E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,98,3,
99,,2018-06-18 05:57:51.420,420,2018-06-18 06:57:51.420,2019-11-21 18:45:17.870,2018-06-18 06:18:21.019,SWC         ,645,1,1,1,3,,3,Least squares                 ,37.805475450637445,2.585650257638006,37.80745,2.60565,1529301972810,0,2.290490554087371,1476.7854262781793,,,1769.5199284614848,12.97022582437984,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.297E1,""PARR"":6.71E0,""ANGLE"":7.697E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,99,3,
100,,2018-06-18 05:57:22.056,56,2018-06-18 06:57:22.056,2019-11-21 18:45:17.900,2018-06-18 06:17:58.521,SWC         ,467,1,1,1,4,,3,Least squares                 ,37.807174373903806,2.587694753297393,37.80885,2.6054333333333335,1529302015600,0,2.1951203555628203,1024.7309653367115,,,1568.4057489603977,18.549249809567996,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.855E1,""PARR"":1.063E1,""ANGLE"":7.697E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,100,3,
101,,2018-06-18 05:57:59.121,121,2018-06-18 06:57:59.121,2019-11-21 18:45:17.921,2018-06-18 06:24:17.704,SWC         ,1177,1,1,1,5,,3,Least squares                 ,37.81633288184967,2.588761013249907,37.8191,2.6001,1529302370660,0,4.345659595561123,5105.804365188758,,,1041.7587315958042,4.571959928634439,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.572E0,""PARR"":2.836E0,""ANGLE"":7.662E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,101,3,
102,,2018-06-18 06:00:27.528,528,2018-06-18 07:00:27.528,2019-11-21 18:45:17.974,2018-06-18 06:24:11.561,SWC         ,749,1,1,1,6,,3,Least squares                 ,37.82225975416547,2.5895342319629067,37.822183333333335,2.5999166666666667,1529302465560,0,4.944106308142389,3697.2474121823643,,,911.3640418556885,5.570325546689885,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.57E0,""PARR"":3.548E0,""ANGLE"":1.606E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,102,3,
103,,2018-06-18 05:59:41.248,248,2018-06-18 06:59:41.248,2019-11-21 18:45:18.007,2018-06-18 06:24:43.395,SWC         ,424,1,1,1,7,,3,Least squares                 ,37.81642823426644,2.6255533087408423,37.813116666666666,2.6047000000000002,1529302140840,0,5.307888881442036,2243.929107968539,,,1867.215530535651,41.576306379446486,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.158E1,""PARR"":1.098E1,""ANGLE"":1.71E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,103,3,
104,,2018-06-18 06:34:26.717,717,2018-06-18 07:34:26.717,2019-11-21 18:45:18.026,2018-06-18 06:59:51.594,SWC         ,308,1,1,1,8,,3,Least squares                 ,37.88839122265982,2.630816362961964,37.890483333333336,2.603083333333333,1529304379640,0,3.0068664448083844,924.1011321113656,,,2443.150457103441,21.66032785624403,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.166E1,""PARR"":9.49E0,""ANGLE"":1.658E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,104,3,
105,,2018-06-18 06:34:25.376,376,2018-06-18 07:34:25.376,2019-11-21 18:45:18.040,2018-06-18 06:59:36.568,SWC         ,611,1,1,1,9,,3,Least squares                 ,37.88661783115012,2.6316096131959035,37.88811666666667,2.60295,1529304315930,0,2.234454875364877,1364.7830190972102,,,2518.905018872485,17.04065304345304,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.704E1,""PARR"":6.846E0,""ANGLE"":1.675E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,105,3,
106,,2018-06-18 06:39:49.188,188,2018-06-18 07:39:49.188,2019-11-21 18:45:18.068,2018-06-18 06:59:10.048,SWC         ,661,1,1,1,10,,3,Least squares                 ,37.883603102589156,2.6276189500097433,37.885,2.6025833333333335,1529304230440,0,1.7470150898699208,1155.2829442242778,,,2201.1466439060414,13.167145777502679,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.317E1,""PARR"":5.732E0,""ANGLE"":1.78E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,106,3,
107,,2018-06-18 06:40:03.952,952,2018-06-18 07:40:03.952,2019-11-21 18:45:18.097,2018-06-18 07:00:17.811,SWC         ,834,1,1,1,11,,3,Least squares                 ,37.882324657862114,2.6276138663303468,37.88388333333333,2.6024833333333333,1529304199630,0,1.3771316774916154,1149.773555673024,,,2210.821726702627,12.53483902410409,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.253E1,""PARR"":5.343E0,""ANGLE"":1.658E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,107,3,
108,,2018-06-18 06:42:39.999,999,2018-06-18 07:42:39.999,2019-11-21 18:45:18.136,2018-06-18 06:51:30.358,SWC         ,174,1,1,1,12,,3,Least squares                 ,37.89829704345136,2.5617964818053416,37.89163333333333,2.6031833333333334,1529304411210,0,1.8672990418754254,325.17543520257317,,,3703.9426421407384,114.79346501573991,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.148E2,""PARR"":2.803E1,""ANGLE"":1.675E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,108,3,
109,,2018-06-18 06:46:49.626,626,2018-06-18 07:46:49.626,2019-11-21 18:45:18.144,2018-06-18 07:05:19.118,SWC         ,751,1,1,1,1,,3,Least squares                 ,37.902711646316234,2.640306634712604,37.905833333333334,2.6061666666666667,1529304808310,0,0.9432486401872185,710.4932315002267,,,3013.3540542378387,19.90178420300696,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.99E1,""PARR"":6.708E0,""ANGLE"":1.693E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,109,3,
110,,2018-06-18 06:48:33.942,942,2018-06-18 07:48:33.942,2019-11-21 18:45:18.178,2018-06-18 07:09:07.232,SWC         ,446,1,1,1,2,,3,Least squares                 ,37.90674107675852,2.653333781586881,37.9105,2.60665,1529304936000,0,2.018832705811028,900.3617213800965,,,4114.153720138474,36.96131038345628,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.696E1,""PARR"":1.254E1,""ANGLE"":1.78E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,110,3,
111,,2018-06-18 06:51:13.987,987,2018-06-18 07:51:13.987,2019-11-21 18:45:18.199,2018-06-18 07:04:29.743,SWC         ,466,1,1,1,3,,3,Least squares                 ,37.90506396650967,2.6414801065095515,37.907,2.6062833333333333,1529304839630,0,0.878723809492483,411.7278476045121,,,3093.3963498319386,32.86172463929451,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.286E1,""PARR"":9.761E0,""ANGLE"":1.641E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,111,3,
112,,2018-06-18 06:52:17.755,755,2018-06-18 07:52:17.755,2019-11-21 18:45:18.221,2018-06-18 07:07:47.573,SWC         ,300,1,1,1,4,,3,Least squares                 ,37.90750172789184,2.653908160569291,37.9143,2.6073833333333334,1529305041980,0,1.0688905245764346,322.5293763237775,,,4148.197923659282,50.71247473011509,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.071E1,""PARR"":1.364E1,""ANGLE"":1.78E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,112,3,
113,,2018-06-18 06:52:23.885,885,2018-06-18 07:52:23.885,2019-11-21 18:45:18.235,2018-06-18 07:04:04.934,SWC         ,276,1,1,1,5,,3,Least squares                 ,37.91078490351046,2.6712157406589867,37.91871666666667,2.6084666666666667,1529305167270,0,1.0736853175803067,297.11609169942375,,,5571.08689431653,127.22523382622441,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.272E2,""PARR"":2.721E1,""ANGLE"":1.693E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,113,3,
114,,2018-06-18 06:54:05.873,873,2018-06-18 07:54:05.873,2019-11-21 18:45:18.249,2018-06-18 07:07:38.453,SWC         ,509,1,1,1,6,,3,Least squares                 ,37.92856569307009,2.638480097324623,37.931,2.6101166666666664,1529305512210,0,2.662780904035508,1348.7043565379315,,,2500.6579047548066,24.563041239942994,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.456E1,""PARR"":9.775E0,""ANGLE"":1.641E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,114,3,
115,,2018-06-18 06:53:40.689,689,2018-06-18 07:53:40.689,2019-11-21 18:45:18.273,2018-06-18 07:09:47.872,SWC         ,651,1,1,1,7,,3,Least squares                 ,37.926885023814805,2.6425385854109464,37.93065,2.61005,1529305502910,0,2.406720205083821,1565.9614130993998,,,2878.1523297514545,23.546285217965693,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.355E1,""PARR"":7.873E0,""ANGLE"":7.802E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,115,3,
116,,2018-06-18 07:01:04.627,627,2018-06-18 08:01:04.627,2019-11-21 18:45:18.304,2018-06-18 07:09:41.226,SWC         ,198,1,1,1,8,,3,Least squares                 ,37.92793540366958,2.648580286175579,37.931,2.6101166666666664,1529305512210,0,1.6932758289643197,335.8820624770067,,,3388.4112819511865,72.45619525670094,0,,0,"{""NAME"":""SimpleError"",""PERP"":7.246E1,""PARR"":2.243E1,""ANGLE"":1.745E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,116,3,
117,,2018-06-18 07:01:29.913,913,2018-06-18 08:01:29.913,2019-11-21 18:45:18.313,2018-06-18 07:09:17.280,SWC         ,177,1,1,1,9,,3,Least squares                 ,37.93057021110026,2.659145944517022,37.9363,2.611066666666667,1529305658800,0,1.879954547617104,332.9920458329932,,,4261.650316927216,136.92592990079555,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.369E2,""PARR"":3.396E1,""ANGLE"":1.728E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,117,3,
118,,2018-06-18 07:14:52.210,210,2018-06-18 08:14:52.210,2019-11-21 18:45:18.322,2018-06-18 07:21:53.997,SWB         ,351,1,1,1,10,,3,Least squares                 ,37.932803894143774,2.6550093857569537,37.93853333333333,2.611483333333333,1529305721200,0,2.2544935267625608,790.8182408401337,,,3867.4087731794734,147.42460717734622,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.474E2,""PARR"":3.808E1,""ANGLE"":1.833E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,118,3,
119,,2018-06-18 06:28:56.492,492,2018-06-18 07:28:56.492,2019-11-21 18:45:18.338,2018-06-18 06:43:21.194,SWB         ,745,1,1,1,11,Trsin appeared out of nowhere                                                   ,3,Least squares                 ,37.85415440459986,2.6310956141923048,37.85863333333333,2.59955,1529303514200,0,14.344342378633822,10661.84638732493,,,2812.046594081076,25.882328649471432,0,,0,"{""NAME"":""SimpleError"",""PERP"":2.588E1,""PARR"":7.58E0,""ANGLE"":1.798E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,119,3,
120,,2018-06-18 06:28:55.569,569,2018-06-18 07:28:55.569,2019-11-21 18:45:18.374,2018-06-18 06:43:20.681,SWB         ,845,1,1,1,12,,3,Least squares                 ,37.8584621610585,2.5778376952488427,37.855983333333334,2.5987333333333336,1529303440960,0,2.60364726153892,2198.8746414773095,,,1853.834641439011,11.632736615050007,0,,0,"{""NAME"":""SimpleError"",""PERP"":1.163E1,""PARR"":5.025E0,""ANGLE"":1.745E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,120,3,
121,,2018-06-18 11:45:41.658,658,2018-06-18 12:45:41.658,2019-11-21 18:46:19.867,2018-06-18 12:07:45.981,SWC         ,547,1,1,1,1,Possible redetection                                                            ,3,Least squares                 ,37.93137518038801,2.841743842777221,37.92368333333334,2.8304333333333336,1529323006220,0,3.9399341998515016,2151.2641389190685,,,1308.9517322638503,8.43298975436655,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.433E0,""PARR"":5.118E0,""ANGLE"":4.033E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,121,3,
122,,2018-06-18 11:54:45.437,437,2018-06-18 12:54:45.437,2019-11-21 18:46:19.932,2018-06-18 12:03:44.012,SWC         ,273,1,1,1,2,Possible redetection                                                            ,3,Least squares                 ,37.92420726382598,2.8400100304227824,37.9216,2.8317666666666668,1529323089060,0,6.2782599541259225,1705.408447568125,,,778.4961505078772,6.929289220814345,0,,0,"{""NAME"":""SimpleError"",""PERP"":6.929E0,""PARR"":3.828E0,""ANGLE"":4.259E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,122,3,
123,,2018-06-18 11:56:44.479,479,2018-06-18 12:56:44.479,2019-11-21 18:46:19.945,2018-06-18 12:15:48.381,SWC         ,406,1,1,1,3,Possible redetection                                                            ,3,Least squares                 ,37.917659935344275,2.851184918191438,37.9106,2.8388999999999998,1529323521310,0,2.4941881187956776,1011.6519999934537,,,1332.4071549076955,9.889707454377088,0,,0,"{""NAME"":""SimpleError"",""PERP"":9.89E0,""PARR"":5.11E0,""ANGLE"":4.294E0}                                                              ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,123,3,
124,,2018-06-18 11:58:48.729,729,2018-06-18 12:58:48.729,2019-11-21 18:46:19.963,2018-06-18 12:19:28.172,SWC         ,675,1,1,1,4,Possible redetection                                                            ,3,Least squares                 ,37.91440613131119,2.8565369869384436,37.90786666666666,2.8413166666666667,1529323638050,0,2.3056057275160096,1555.6726546182745,,,1519.395844377561,8.04161001322167,0,,0,"{""NAME"":""SimpleError"",""PERP"":8.042E0,""PARR"":4.527E0,""ANGLE"":4.137E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,124,3,
125,,2018-06-18 11:45:58.244,244,2018-06-18 12:45:58.244,2019-11-21 18:46:19.992,2018-06-18 11:53:10.443,SWB         ,129,1,1,1,5,"Possible redetection
Not a clean train                                          ",3,Least squares                 ,37.93230285926611,2.799307617445063,37.93781666666667,2.8140833333333335,1529322334030,0,5.1306507230597145,655.5926418285837,,,1432.5923944804736,33.1762627662543,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.318E1,""PARR"":9.408E0,""ANGLE"":4.102E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,125,3,
126,,2018-06-18 11:47:50.866,866,2018-06-18 12:47:50.866,2019-11-21 18:46:19.998,2018-06-18 11:59:48.559,SWB         ,498,1,1,1,6,Possible redetection                                                            ,3,Least squares                 ,37.955961784493155,2.843384562744696,37.93971666666667,2.813,1529322258060,0,4.295593070231069,2134.6141628346104,,,3216.7345234508034,48.403583144092295,0,,0,"{""NAME"":""SimpleError"",""PERP"":4.84E1,""PARR"":9.733E0,""ANGLE"":3.849E0}                                                             ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,126,3,
127,,2018-06-18 11:49:39.038,38,2018-06-18 12:49:39.038,2019-11-21 18:46:20.020,2018-06-18 11:59:06.168,SWB         ,400,1,1,1,7,Possible redetection                                                            ,3,Least squares                 ,37.9548179278435,2.836960651805633,37.9402,2.81255,1529322237760,0,4.728893627658447,1886.0996638080621,,,2685.8684348936463,55.719796375285924,0,,0,"{""NAME"":""SimpleError"",""PERP"":5.572E1,""PARR"":1.426E1,""ANGLE"":3.753E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,127,3,
128,,2018-06-18 11:45:34.553,553,2018-06-18 12:45:34.553,2019-11-21 18:46:20.039,2018-06-18 11:53:22.647,SWB         ,188,1,1,1,8,Possible redetection                                                            ,3,Least squares                 ,37.9345602002888,2.7989861132332066,37.941716666666665,2.8109333333333333,1529322165700,0,10.788793859606521,2010.715657886813,,,1314.7803086337512,30.565311825653342,0,,0,"{""NAME"":""SimpleError"",""PERP"":3.057E1,""PARR"":8.918E0,""ANGLE"":4.329E0}                                                            ",Unsupervised model selection                                                    ,,,,,,,,,,,,,,,,,,128,3,
